Plateau,start_index,end_index,avg_voltage,start_time,end_time,duration_s
170,3492107,3492651,0.9760251303337976,0.03492107,0.03492651,5.440000000002387e-06
172,3543766,3544328,0.9751357541661081,0.03543766,0.03544328,5.619999999997849e-06
174,3573776,3574285,0.9792961906796942,0.03573776,0.03574285,5.089999999999262e-06
176,3647100,3647623,0.9776258790405211,0.036471,0.03647623,5.229999999994961e-06
177,3697100,3697684,0.9759243483064123,0.036971000000000004,0.036976840000000004,5.840000000000012e-06
178,3728768,3729296,0.9794797794129753,0.037287680000000004,0.03729296,5.279999999996399e-06
179,3757088,3757639,0.9767690467609403,0.03757088,0.03757639,5.510000000000237e-06
180,3827077,3827625,0.9777909206537757,0.03827077,0.03827625,5.479999999995211e-06
182,3928726,3929287,0.9760590872093058,0.03928726,0.03929287,5.6100000000031125e-06
183,3982053,3982573,0.9791168920374467,0.03982053,0.039825730000000004,5.200000000003813e-06
184,3983722,3984227,0.9790508295991458,0.03983722,0.03984227,5.049999999999499e-06
185,4013702,4014238,0.9781371109585193,0.04013702,0.04014238,5.359999999995924e-06
186,4027037,4027566,0.977850722426654,0.04027037,0.04027566,5.289999999998074e-06
187,4048699,4049217,0.9769657237523887,0.04048699,0.04049217,5.180000000000462e-06
189,4108689,4109240,0.9760822882830247,0.04108689,0.0410924,5.510000000000237e-06
191,4163658,4164204,0.9749671334404604,0.04163658,0.04164204,5.459999999998799e-06
192,4193660,4194183,0.9791124314291915,0.0419366,0.04194183,5.2300000000019e-06
193,4215324,4215874,0.9756114746510692,0.04215324,0.04215874,5.499999999998562e-06
197,4291967,4292480,0.9775947694130358,0.04291967,0.0429248,5.129999999999024e-06
198,4295304,4295864,0.9772969693876803,0.04295304,0.04295864,5.600000000001437e-06
199,4365286,4365826,0.9766239628809902,0.04365286,0.043658260000000004,5.400000000002625e-06
200,4371960,4372492,0.977051492489518,0.043719600000000004,0.04372492,5.319999999996161e-06
201,4380284,4380825,0.9766207374091092,0.04380284,0.04380825,5.409999999997361e-06
202,4405280,4405836,0.9761775090746645,0.0440528,0.04405836,5.559999999994736e-06
203,4415258,4415818,0.9721230383729562,0.044152580000000004,0.04415818,5.599999999994498e-06
204,4420279,4420828,0.9771807511989027,0.04420279,0.04420828,5.490000000003825e-06
205,4426944,4427469,0.97747103454361,0.04426944,0.04427469,5.2499999999983116e-06
207,4438603,4439127,0.9784997453227905,0.04438603,0.044391270000000004,5.240000000003575e-06
208,4441934,4442466,0.9781110445579154,0.04441934,0.04442466,5.319999999996161e-06
209,4443603,4444142,0.9773454482733979,0.04443603,0.04444142,5.39000000000095e-06
211,4470263,4470780,0.9799679021517796,0.04470263,0.0447078,5.169999999998787e-06
212,4478597,4479175,0.9759486679637979,0.04478597,0.04479175,5.779999999996899e-06
213,4483596,4484149,0.976993038841029,0.04483596,0.04484149,5.529999999996649e-06
214,4498593,4499136,0.9783475173353509,0.04498593,0.04499136,5.430000000000712e-06
216,4506922,4507457,0.9778319532898734,0.04506922,0.04507457,5.350000000001187e-06
218,4530254,4530822,0.974815293540728,0.04530254,0.04530822,5.680000000000962e-06
219,4540243,4540820,0.9766237978474237,0.04540243,0.0454082,5.770000000002162e-06
220,4550241,4550895,0.9736002951720019,0.04550241,0.04550895,6.539999999999324e-06
221,4558584,4559132,0.9782898859795224,0.04558584,0.04559132,5.479999999995211e-06
222,4565245,4565860,0.9761671633106224,0.045652450000000004,0.0456586,6.149999999996436e-06
223,4566913,4567508,0.9763727810578781,0.04566913,0.04567508,5.949999999997624e-06
224,4578567,4579113,0.9762790363058074,0.04578567,0.04579113,5.459999999998799e-06
225,4588574,4589080,0.9804535196332677,0.04588574,0.0458908,5.060000000001175e-06
226,4591918,4592466,0.9778204802109882,0.045919180000000004,0.04592466,5.479999999995211e-06
227,4598575,4599125,0.9781308212275693,0.04598575,0.045991250000000004,5.5000000000055005e-06
228,4600236,4600799,0.9787319680254375,0.04600236,0.04600799,5.629999999999524e-06
229,4601910,4602491,0.9755009051880006,0.0460191,0.04602491,5.810000000001925e-06
230,4613570,4614096,0.9792601417059139,0.0461357,0.04614096,5.259999999999987e-06
231,4618570,4619113,0.9777532789485122,0.0461857,0.046191130000000004,5.430000000000712e-06
232,4620235,4620744,0.9808216411892015,0.04620235,0.04620744,5.089999999999262e-06
233,4623567,4624111,0.9777593141650234,0.04623567,0.04624111,5.440000000002387e-06
234,4640221,4640755,0.9775341481068303,0.04640221,0.04640755,5.339999999999512e-06
235,4648567,4649116,0.97768057966372,0.04648567,0.046491160000000004,5.490000000003825e-06
236,4650235,4650786,0.9767137768149436,0.04650235,0.04650786,5.510000000000237e-06
237,4658546,4659151,0.9730076399326736,0.04658546,0.04659151,6.050000000000499e-06
238,4666890,4667403,0.9792794709443567,0.0466689,0.04667403,5.129999999999024e-06
239,4673542,4674114,0.9741031476769866,0.04673542,0.04674114,5.7200000000007245e-06
240,4678556,4679100,0.9772531135274747,0.046785560000000004,0.046791,5.4399999999954485e-06
241,4681893,4682503,0.9757208982436825,0.04681893,0.046825030000000004,6.100000000001937e-06
242,4691888,4692417,0.9790601823850148,0.04691888,0.04692417,5.289999999998074e-06
243,4696880,4697421,0.9776052080998644,0.0469688,0.04697421,5.4100000000043e-06
245,4701891,4702444,0.9782297797679703,0.047018910000000004,0.04702444,5.529999999996649e-06
246,4710215,4710774,0.9770451193012247,0.04710215,0.04710774,5.589999999999762e-06
247,4715218,4715750,0.9786432563439955,0.04715218,0.0471575,5.319999999996161e-06
248,4720218,4720826,0.9763973171272956,0.04720218,0.04720826,6.0799999999985865e-06
249,4723545,4724081,0.9779648563544504,0.04723545,0.04724081,5.3600000000028625e-06
250,4726876,4727493,0.9746599063470517,0.04726876,0.04727493,6.169999999999787e-06
251,4728532,4729099,0.9752711765673077,0.04728532,0.04729099,5.669999999999287e-06
252,4735208,4735769,0.9759822775940394,0.04735208,0.04735769,5.6100000000031125e-06
253,4736877,4737458,0.9759961161452435,0.04736877,0.04737458,5.810000000001925e-06
255,4751877,4752440,0.9764502375025025,0.04751877,0.0475244,5.629999999999524e-06
256,4758537,4759105,0.9766297713744574,0.04758537,0.04759105,5.680000000000962e-06
257,4763536,4764059,0.9774635970714246,0.04763536,0.047640590000000003,5.2300000000019e-06
258,4766875,4767453,0.9766235815762061,0.04766875,0.04767453,5.779999999996899e-06
259,4773534,4774089,0.9768318969719932,0.04773534,0.04774089,5.549999999999999e-06
260,4786859,4787419,0.9756834064222252,0.04786859,0.047874190000000004,5.600000000001437e-06
261,4795204,4795763,0.9784668252662024,0.04795204,0.04795763,5.589999999999762e-06
262,4796854,4797427,0.9747660612956806,0.047968540000000004,0.04797427,5.729999999995461e-06
263,4805195,4805796,0.9754364655861334,0.04805195,0.048057960000000004,6.010000000000737e-06
265,4831861,4832422,0.976332829747924,0.04831861,0.04832422,5.6100000000031125e-06
266,4848517,4849113,0.9738591163100556,0.04848517,0.04849113,5.959999999999299e-06
267,4850186,4850717,0.9778547904113241,0.04850186,0.04850717,5.310000000001425e-06
269,4858514,4859083,0.9757885220213467,0.04858514,0.04859083,5.690000000002637e-06
270,4860191,4860731,0.978139994437023,0.04860191,0.04860731,5.400000000002625e-06
271,4866852,4867415,0.9775677963109615,0.04866852,0.04867415,5.629999999999524e-06
272,4878510,4879067,0.9747477928447741,0.0487851,0.04879067,5.57000000000335e-06
273,4880186,4880736,0.9772613904239887,0.04880186,0.04880736,5.499999999998562e-06
274,4895170,4895760,0.9757676214795613,0.0489517,0.048957600000000004,5.900000000003125e-06
275,4915177,4915696,0.9792667327083808,0.049151770000000004,0.04915696,5.1899999999951985e-06
276,4916844,4917394,0.9764237680644415,0.04916844,0.04917394,5.499999999998562e-06
278,4928513,4929067,0.9767728479602165,0.04928513,0.04929067,5.539999999998324e-06
279,4938505,4939034,0.9787472537578137,0.04938505,0.04939034,5.289999999998074e-06
280,4948503,4949110,0.9746809119941119,0.04948503,0.0494911,6.07000000000385e-06
282,4953488,4954052,0.9761676939303237,0.04953488,0.04954052,5.639999999994261e-06
283,4973502,4974112,0.9748704451093992,0.04973502,0.04974112,6.100000000001937e-06
285,4983496,4984049,0.9768202114732186,0.04983496,0.04984049,5.530000000003588e-06
286,4985157,4985724,0.9758843052744928,0.04985157,0.049857240000000004,5.670000000006226e-06
287,4986833,4987383,0.9774333916398732,0.04986833,0.04987383,5.499999999998562e-06
288,4988497,4989055,0.9775796824527241,0.04988497,0.04989055,5.5799999999980865e-06
289,4990165,4990710,0.9768284907056644,0.04990165,0.0499071,5.450000000004063e-06
290,4991827,4992432,0.9748291613085721,0.04991827,0.04992432,6.050000000000499e-06
291,4998498,4999038,0.9768657360179436,0.04998498,0.04999038,5.400000000002625e-06
292,5023496,5024101,0.9752019278118433,0.05023496,0.05024101,6.050000000000499e-06
293,5036819,5037351,0.9773523078468676,0.05036819,0.05037351,5.3200000000031e-06
294,5046803,5047427,0.9726900137361139,0.050468030000000004,0.05047427,6.239999999997636e-06
295,5055152,5055693,0.9772884289055763,0.05055152,0.05055693,5.409999999997361e-06
296,5056824,5057373,0.9775914721097797,0.05056824,0.050573730000000004,5.490000000003825e-06
297,5063467,5064035,0.975693156283925,0.05063467,0.05064035,5.680000000000962e-06
298,5076810,5077369,0.9756755753977424,0.050768100000000004,0.05077369,5.589999999999762e-06
299,5090140,5090699,0.9766191291323464,0.0509014,0.05090699,5.589999999999762e-06
300,5091821,5092381,0.9763365841160218,0.05091821,0.05092381,5.600000000001437e-06
301,5103480,5104014,0.9778071458118524,0.0510348,0.05104014,5.339999999999512e-06
302,5110143,5110762,0.9738177833810163,0.05110143,0.05110762,6.1899999999961985e-06
303,5113460,5114072,0.9714982801855376,0.0511346,0.05114072,6.119999999998349e-06
304,5123481,5124016,0.9786009760538755,0.05123481,0.05124016,5.350000000001187e-06
305,5131808,5132418,0.9747041791312415,0.05131808,0.051324180000000004,6.100000000001937e-06
306,5138478,5139035,0.977081977583069,0.05138478,0.05139035,5.57000000000335e-06
307,5143471,5144030,0.976369910394091,0.05143471,0.0514403,5.589999999999762e-06
308,5175145,5175696,0.9767367079627508,0.051751450000000004,0.05175696,5.509999999993298e-06
309,5176810,5177362,0.9769158733044085,0.051768100000000004,0.05177362,5.519999999994973e-06
310,5190138,5190729,0.9749481261076998,0.051901380000000004,0.05190729,5.909999999997861e-06
311,5195131,5195687,0.9736806392808457,0.05195131,0.05195687,5.560000000001675e-06
312,5205128,5205720,0.9724434432237916,0.05205128,0.0520572,5.919999999999537e-06
313,5206814,5207335,0.979779657084179,0.05206814,0.052073350000000004,5.210000000005488e-06
314,5211803,5212409,0.9749495459575117,0.05211803,0.05212409,6.059999999995236e-06
315,5213463,5214049,0.9748000071052417,0.05213463,0.05214049,5.859999999996424e-06
317,5226802,5227354,0.9766846288348823,0.05226802,0.05227354,5.520000000001912e-06
318,5233471,5234022,0.9771141899343448,0.05233471,0.05234022,5.510000000000237e-06
319,5235137,5235682,0.9779430646692392,0.05235137,0.05235682,5.449999999997124e-06
320,5250142,5250684,0.977802809801649,0.05250142,0.05250684,5.419999999999037e-06
321,5258465,5259001,0.9785190930980686,0.052584650000000004,0.05259001,5.359999999995924e-06
322,5271800,5272313,0.9785678297802642,0.052718,0.05272313,5.129999999999024e-06
323,5283466,5284032,0.9755346161917812,0.05283466,0.05284032,5.66000000000455e-06
324,5301792,5302365,0.9746501456034687,0.05301792,0.05302365,5.729999999995461e-06
325,5303467,5304017,0.9775447211939903,0.05303467,0.053040170000000005,5.5000000000055005e-06
326,5306790,5307380,0.9744364150731656,0.0530679,0.053073800000000004,5.900000000003125e-06
327,5325136,5325694,0.9766861155459637,0.053251360000000005,0.05325694,5.5799999999980865e-06
328,5326796,5327363,0.9766482876430915,0.05326796,0.05327363,5.669999999999287e-06
329,5353460,5354053,0.9746938046106758,0.0535346,0.05354053,5.930000000001212e-06
330,5356794,5357346,0.9753675918053973,0.05356794,0.05357346,5.520000000001912e-06
332,5375129,5375700,0.9768486746268956,0.05375129,0.053757,5.709999999999049e-06
333,5376789,5377334,0.9777891048524041,0.05376789,0.05377334,5.450000000004063e-06
334,5378457,5378979,0.9784912628650997,0.053784570000000004,0.053789790000000004,5.2200000000002245e-06
336,5386796,5387334,0.9762944447622653,0.05386796,0.05387334,5.379999999999274e-06
338,5390139,5390723,0.9765640444102355,0.05390139,0.05390723,5.840000000000012e-06
340,5421800,5422424,0.9745028980692848,0.054218,0.05422424,6.239999999997636e-06
341,5428466,5429029,0.9754932342592135,0.05428466,0.05429029,5.629999999999524e-06
342,5433467,5434091,0.9746644010849297,0.05433467,0.05434091,6.239999999997636e-06
343,5461807,5462340,0.9770851015322144,0.05461807,0.0546234,5.330000000004775e-06
344,5465138,5465683,0.9781844070848187,0.05465138,0.05465683,5.450000000004063e-06
345,5480140,5480698,0.9776725808965718,0.0548014,0.05480698,5.5799999999980865e-06
346,5486799,5487358,0.9771830589749567,0.05486799,0.05487358,5.589999999999762e-06
347,5491803,5492355,0.9774534873503123,0.05491803,0.05492355,5.520000000001912e-06
348,5493473,5493998,0.979045724981383,0.05493473,0.05493998,5.2499999999983116e-06
349,5528458,5528979,0.97824015457275,0.05528458,0.05528979,5.209999999998549e-06
350,5533470,5534076,0.9748891246642402,0.0553347,0.05534076,6.060000000002175e-06
351,5536810,5537341,0.9784325386246113,0.0553681,0.05537341,5.309999999994486e-06
352,5538469,5539009,0.9767445494827958,0.05538469,0.05539009,5.400000000002625e-06
353,5541807,5542358,0.9767684587827914,0.05541807,0.05542358,5.510000000000237e-06
354,5550124,5550697,0.9719303676544994,0.05550124,0.05550697,5.7300000000024e-06
355,5558479,5559060,0.9756358613272492,0.05558479,0.055590600000000004,5.810000000001925e-06
356,5563476,5564030,0.9762629024573258,0.05563476,0.055640300000000004,5.540000000005263e-06
357,5566806,5567403,0.9754977475448409,0.05566806,0.05567403,5.9700000000009745e-06
358,5568470,5569030,0.9761832695997631,0.055684700000000004,0.0556903,5.599999999994498e-06
359,5575145,5575676,0.9785380829127831,0.05575145,0.05575676,5.310000000001425e-06
360,5580143,5580672,0.9789309691945267,0.05580143,0.055806720000000004,5.290000000005013e-06
362,5588469,5589081,0.9733503595587827,0.05588469,0.05589081,6.119999999998349e-06
363,5590133,5590698,0.9757754758830091,0.05590133,0.05590698,5.650000000002875e-06
364,5596804,5597341,0.9776248981369933,0.055968040000000004,0.05597341,5.369999999997599e-06
365,5598475,5599019,0.9774639312047597,0.05598475,0.05599019,5.440000000002387e-06
366,5600145,5600688,0.9781595804961398,0.05600145,0.05600688,5.430000000000712e-06
367,5611807,5612365,0.9757089400397404,0.05611807,0.056123650000000004,5.580000000005025e-06
368,5616806,5617371,0.97682084701256,0.05616806,0.05617371,5.650000000002875e-06
369,5618467,5619020,0.9757387222495646,0.05618467,0.0561902,5.530000000003588e-06
370,5626794,5627361,0.9727460919847813,0.05626794,0.05627361,5.669999999999287e-06
371,5631811,5632419,0.9742767261419589,0.056318110000000005,0.05632419,6.0799999999985865e-06
372,5641809,5642344,0.9778222648141065,0.056418090000000004,0.05642344,5.349999999994248e-06
373,5651820,5652385,0.977441876597477,0.056518200000000005,0.05652385,5.649999999995936e-06
374,5668489,5669049,0.9763950171958035,0.05668489,0.05669049,5.600000000001437e-06
375,5678488,5679052,0.9768484165263568,0.05678488,0.056790520000000004,5.6400000000012e-06
376,5681819,5682372,0.9761535079323095,0.056818190000000005,0.05682372,5.529999999996649e-06
377,5683479,5684032,0.9749284841150503,0.05683479,0.05684032,5.529999999996649e-06
378,5693468,5694017,0.9734388240496628,0.05693468,0.05694017,5.489999999996886e-06
379,5703493,5704013,0.9788832807575573,0.057034930000000005,0.05704013,5.199999999996874e-06
380,5705160,5705750,0.976049898745604,0.0570516,0.057057500000000004,5.900000000003125e-06
381,5710162,5710697,0.978476236928376,0.05710162,0.05710697,5.350000000001187e-06
382,5733499,5734049,0.9780477658459265,0.05733499,0.05734049,5.499999999998562e-06
383,5736828,5737376,0.9777323927304951,0.05736828,0.05737376,5.48000000000215e-06
384,5740164,5740721,0.976841753736342,0.057401640000000004,0.05740721,5.569999999996411e-06
386,5753501,5754091,0.9752382143113413,0.057535010000000004,0.05754091,5.899999999996186e-06
387,5756834,5757399,0.9760558853631793,0.05756834,0.05757399,5.649999999995936e-06
388,5771833,5772397,0.9765020235091348,0.05771833,0.05772397,5.6400000000012e-06
389,5778501,5779035,0.9781129032414773,0.05778501,0.057790350000000004,5.340000000006451e-06
390,5811848,5812405,0.9765003217798558,0.05811848,0.058124050000000003,5.57000000000335e-06
392,5828511,5829027,0.9790053153138093,0.05828511,0.05829027,5.159999999997111e-06
393,5850182,5850743,0.9768006176303731,0.05850182,0.05850743,5.609999999996174e-06
394,5855187,5855752,0.9765541999608643,0.05855187,0.05855752,5.650000000002875e-06
395,5871858,5872410,0.9778208960760065,0.05871858,0.0587241,5.520000000001912e-06
396,5893518,5894084,0.9746410636212003,0.058935180000000004,0.05894084,5.659999999997611e-06
397,5895186,5895793,0.9739986871371864,0.05895186,0.05895793,6.069999999996911e-06
