Voltage_wire,Votlage_source
0.0927960927960928,0.4932844932844933
-0.09768009768009768,0.5323565323565324
0.06837606837606838,0.4297924297924298
-0.05372405372405373,0.28327228327228327
-0.11233211233211234,0.3907203907203907
-0.0927960927960928,0.336996336996337
0.16117216117216118,0.42002442002442003
-0.09768009768009768,0.29304029304029305
-0.12698412698412698,0.4053724053724054
0.03418803418803419,0.46886446886446886
0.05860805860805861,0.4835164835164835
-0.06837606837606838,0.503052503052503
0.019536019536019536,0.41025641025641024
-0.09768009768009768,0.4932844932844933
0.12698412698412698,0.5518925518925519
0.04884004884004884,0.4053724053724054
0.16117216117216118,0.5372405372405372
0.1855921855921856,0.6007326007326007
0.06349206349206349,0.3663003663003663
0.04395604395604395,0.4004884004884005
0.16605616605616605,0.3956043956043956
0.14652014652014653,0.5860805860805861
0.2148962148962149,0.6349206349206349
0.10256410256410256,0.4590964590964591
0.0,0.4297924297924298
0.1758241758241758,0.3516483516483516
0.03907203907203907,0.37606837606837606
0.13186813186813187,0.3663003663003663
-0.06349206349206349,0.63003663003663
0.019536019536019536,0.43956043956043955
0.11721611721611722,0.5665445665445665
0.19536019536019536,0.5811965811965812
0.0927960927960928,0.4297924297924298
0.17094017094017094,0.5128205128205128
0.0879120879120879,0.6593406593406593
0.1758241758241758,0.41025641025641024
0.13675213675213677,0.4932844932844933
0.1807081807081807,0.5665445665445665
0.13675213675213677,0.4932844932844933
0.009768009768009768,0.4542124542124542
0.09768009768009768,0.63003663003663
0.12698412698412698,0.6886446886446886
0.20024420024420025,0.503052503052503
0.029304029304029304,0.5958485958485958
0.12698412698412698,0.42002442002442003
0.19536019536019536,0.5567765567765568
0.03418803418803419,0.6935286935286935
0.03418803418803419,0.6837606837606838
0.20024420024420025,0.5079365079365079
0.12698412698412698,0.43956043956043955
0.28815628815628813,0.6251526251526252
0.04884004884004884,0.6886446886446886
0.25396825396825395,0.6007326007326007
0.06837606837606838,0.4835164835164835
0.2588522588522589,0.5763125763125763
0.06349206349206349,0.5860805860805861
0.23931623931623933,0.5616605616605617
0.10256410256410256,0.6153846153846154
0.22954822954822954,0.673992673992674
0.2442002442002442,0.590964590964591
0.06837606837606838,0.5616605616605617
0.28327228327228327,0.463980463980464
0.19047619047619047,0.6544566544566545
0.16605616605616605,0.4932844932844933
0.32722832722832723,0.7423687423687424
0.21001221001221002,0.5714285714285714
0.19047619047619047,0.5811965811965812
0.3076923076923077,0.5665445665445665
0.19047619047619047,0.5567765567765568
0.3516483516483516,0.5665445665445665
0.28327228327228327,0.6495726495726496
0.1221001221001221,0.7130647130647131
0.31746031746031744,0.6056166056166056
0.21978021978021978,0.757020757020757
0.08302808302808302,0.7912087912087912
0.2490842490842491,0.5128205128205128
0.23931623931623933,0.5567765567765568
0.336996336996337,0.6886446886446886
0.28327228327228327,0.5665445665445665
0.3418803418803419,0.5470085470085471
0.1221001221001221,0.7326007326007326
0.19047619047619047,0.796092796092796
0.1807081807081807,0.6202686202686203
0.14163614163614163,0.7423687423687424
0.3516483516483516,0.7374847374847375
0.28815628815628813,0.7521367521367521
0.1855921855921856,0.5714285714285714
0.11233211233211234,0.5518925518925519
0.35653235653235654,0.7912087912087912
0.1807081807081807,0.5763125763125763
0.28815628815628813,0.5470085470085471
0.1562881562881563,0.6837606837606838
0.3516483516483516,0.7521367521367521
0.29304029304029305,0.5714285714285714
0.26373626373626374,0.6153846153846154
0.34676434676434675,0.6446886446886447
0.2686202686202686,0.63003663003663
0.31746031746031744,0.7228327228327228
0.3321123321123321,0.6153846153846154
0.2979242979242979,0.8595848595848596
0.3614163614163614,0.8498168498168498
0.21001221001221002,0.673992673992674
0.21001221001221002,0.8791208791208791
0.2979242979242979,0.8791208791208791
0.19536019536019536,0.7716727716727717
0.19536019536019536,0.717948717948718
0.44932844932844934,0.6056166056166056
0.43956043956043955,0.6788766788766789
0.2442002442002442,0.8253968253968254
0.3028083028083028,0.6593406593406593
0.3711843711843712,0.7814407814407814
0.32234432234432236,0.7472527472527473
0.3663003663003663,0.800976800976801
0.44932844932844934,0.8595848595848596
0.38095238095238093,0.8302808302808303
0.3663003663003663,0.7277167277167277
0.25396825396825395,0.8400488400488401
0.3711843711843712,0.8937728937728938
0.2783882783882784,0.6837606837606838
0.3907203907203907,0.8400488400488401
0.38583638583638585,0.7374847374847375
0.3663003663003663,0.6593406593406593
