Plateau,avg_voltage,G_avg,n_candidate,interesting,R_unknown
358,0.9761832695997631,1.262950829786006e-06,1,False,314.8879392204388
359,0.9785380829127831,1.1296521539242774e-06,1,False,283.0714221314901
360,0.9789309691945267,1.1265010386371243e-06,1,False,277.7779295221002
361,0.6144896227424744,4.8949721994817565e-05,1,False,8097.048976433851
362,0.9733503595587827,1.444640112788303e-06,1,False,353.36815300538984
363,0.9757754758830091,1.317360717507199e-06,1,False,320.41334932060465
364,0.9776248981369933,1.201361961053112e-06,1,False,295.3915133364286
365,0.9774639312047597,1.2104589122031618e-06,1,False,297.56556028834024
366,0.9781595804961398,1.1928434859173876e-06,1,False,288.1751376383974
367,0.9757089400397404,1.2888287125159668e-06,1,False,321.3153164872434
368,0.97682084701256,1.2417545482100904e-06,1,False,306.2583149020666
369,0.9757387222495646,1.3009264863255595e-06,1,False,320.9115703868322
370,0.9727460919847813,1.4889792606815134e-06,1,False,361.60509196959055
371,0.9742767261419589,1.4389838650016366e-06,1,False,340.76043156132306
372,0.9778222648141065,1.169655917540335e-06,1,False,292.7268220599081
373,0.977441876597477,1.234737211839037e-06,1,False,297.8634893665145
374,0.9763950171958035,1.2930965563181864e-06,1,False,312.02068090989155
375,0.9768484165263568,1.2271228811868059e-06,1,False,305.8854150105724
376,0.9761535079323095,1.26577942312938e-06,1,False,315.29103943240284
377,0.9749284841150503,1.3682480711807057e-06,1,False,331.9044539141456
378,0.9734388240496628,1.4878312312204669e-06,1,False,352.1631271323662
379,0.9788832807575573,1.1315563752507348e-06,1,False,278.4202257267721
380,0.976049898745604,1.353725173625858e-06,1,False,316.6945425152407
381,0.978476236928376,1.18638327427936e-06,1,False,283.9050816970364
382,0.9780477658459265,1.2204343126319661e-06,1,False,289.68359895519455
383,0.9777323927304951,1.1665791918369331e-06,1,False,293.94007158847154
384,0.976841753736342,1.2440714301161028e-06,1,False,305.97553268608027
385,0.6033828786873966,5.033734669084982e-05,1,False,8483.669117175845
386,0.9752382143113413,1.3566055456488827e-06,1,False,327.70004135925655
387,0.9760558853631793,1.2981276486327453e-06,1,False,316.61343892916034
388,0.9765020235091348,1.273769937497334e-06,1,False,310.57218942685074
389,0.9781129032414773,1.171141485532687e-06,1,False,288.80480596800464
390,0.9765003217798558,1.23952838128317e-06,1,False,310.5952224094315
391,0.6094318587132621,4.940647142394705e-05,1,False,8271.35969889985
392,0.9790053153138093,1.1224851673747794e-06,1,False,276.7767166308692
393,0.9768006176303731,1.3024220742132721e-06,1,False,306.53194698765344
394,0.9765541999608643,1.2668823999121246e-06,1,False,309.8660177611316
395,0.9778208960760065,1.1870188615753488e-06,1,False,292.74529799240895
396,0.9746410636212003,1.3697898621864356e-06,1,False,335.80841529837073
397,0.9739986871371864,1.5045209186476785e-06,1,False,344.54198526163657
398,0.6129704842737738,4.913314855140349e-05,1,False,8149.102303306766
399,0.974443373817108,1.361091442814203e-06,1,False,338.4949237143797
